neg,neu,pos,compound,eid,pii
0.064,0.842,0.094,0.999,2-s2.0-34547695101,S0047-2484(78)80112-2
0.057,0.863,0.081,0.9488,2-s2.0-0017334396,S004724847780119X
0.068,0.816,0.116,0.9995,2-s2.0-0021928603,S0047248485800932
0.028,0.928,0.044,0.9996,2-s2.0-33747040595,S0047248406000716
0.024,0.925,0.051,0.9997,2-s2.0-58749087040,S0047248408001978
0.016,0.91,0.074,0.9999,2-s2.0-44649114532,S0047248408000390
0.033,0.898,0.069,0.9936,2-s2.0-0017066706,47248476900348
0.061,0.831,0.107,0.9999,2-s2.0-36549025412,S0047248407001285
0.018,0.875,0.107,0.9999,2-s2.0-70450230617,S004724840900150X
0.023,0.909,0.068,0.995,2-s2.0-0021072165,S0047248483801638
0.048,0.875,0.077,0.9995,2-s2.0-85046762732,S0047248418300460
0.058,0.858,0.084,0.9961,2-s2.0-84875230424,S0047248413000122
0.031,0.932,0.037,0.0772,2-s2.0-0036801950,S0047248402905889
0.056,0.885,0.059,-0.9296,2-s2.0-0025660675,004724849090061F
0.022,0.882,0.096,0.9831,2-s2.0-0033150521,S0047248499903007
0.016,0.934,0.05,0.9995,2-s2.0-77952891888,S0047248410000382
0.015,0.913,0.072,0.9999,2-s2.0-84856549547,S0047248411002314
0.024,0.897,0.079,0.9972,2-s2.0-39149096274,S0047248407002503
0.011,0.972,0.016,0.6369,2-s2.0-0343237749,S0047248499903457
0.063,0.86,0.077,0.9986,2-s2.0-84930179526,S0047248415000706
0.027,0.837,0.136,0.9999,2-s2.0-84870055574,S0047248412001777
0.032,0.901,0.066,0.9999,2-s2.0-85019542762,S0047248417301719
0.065,0.885,0.05,-0.9661,2-s2.0-0034095284,S0047248499903512
0.029,0.909,0.062,0.9997,2-s2.0-0141681869,S0047248403000812
0.003,0.865,0.132,0.9994,2-s2.0-0032124912,S0047248498902202
0.028,0.886,0.086,0.9999,2-s2.0-0023631482,0047-2484(87)90069-8
0.024,0.931,0.046,0.9995,2-s2.0-70349999921,S0047248409001316
0.011,0.846,0.142,0.9919,2-s2.0-0001208864,S004724849690041X
0.0,0.887,0.113,0.9957,2-s2.0-0033081090,S0047248498902652
0.023,0.926,0.052,0.9349,2-s2.0-0034296703,S0047248400904251
0.017,0.893,0.09,0.9999,2-s2.0-84859155443,S0047248412000218
0.042,0.835,0.123,0.9997,2-s2.0-0008736056,47248472901121
0.03,0.895,0.076,0.9906,2-s2.0-0016192617,004724847490181X
0.027,0.9,0.073,0.9999,2-s2.0-85099230048,S0047248420301871
0.045,0.898,0.057,0.9686,2-s2.0-45149144662,47248489900535
0.032,0.819,0.149,1.0,2-s2.0-77954212781,S004724841000031X
0.032,0.892,0.076,0.9996,2-s2.0-51349133965,S0047248408000778
0.017,0.934,0.049,0.9998,2-s2.0-85065417079,S0047248418303427
0.016,0.875,0.109,1.0,2-s2.0-0000324163,004724849290103G
0.019,0.891,0.089,0.9999,2-s2.0-44649098075,S0047248408000328
0.033,0.887,0.08,0.9999,2-s2.0-61749093667,S0047248408002315
0.024,0.921,0.055,0.9999,2-s2.0-85089893529,S0047248420301172
0.043,0.908,0.049,0.8078,2-s2.0-0025693037,004724849090056H
0.011,0.949,0.04,0.9771,2-s2.0-0031158792,S0047248496901293
0.029,0.896,0.075,0.9996,2-s2.0-33749059392,S0047248406000741
0.017,0.877,0.106,0.9882,2-s2.0-0003110999,S0047248496900482
0.039,0.861,0.1,0.9999,2-s2.0-85015031460,S0047248417300763
0.028,0.906,0.066,0.9999,2-s2.0-84891664824,S0047248413002261
0.0,0.95,0.05,0.9186,2-s2.0-0032607068,S0047248498902469
0.038,0.913,0.049,0.991,2-s2.0-0000726102,S0047248486800045
0.045,0.871,0.084,0.9995,2-s2.0-84941768791,S0047248415001906
0.033,0.779,0.189,0.9998,2-s2.0-0016780375,47248475901487
0.014,0.881,0.105,1.0,2-s2.0-85065821847,S0047248418300964
0.022,0.893,0.085,0.9996,2-s2.0-84881609164,S0047248413001334
0.029,0.844,0.126,1.0,2-s2.0-0000296027,47248487900625
0.036,0.892,0.072,0.9995,2-s2.0-33846913250,S0047248406001783
0.05,0.886,0.064,0.9828,2-s2.0-41349093146,S0047248407001728
0.027,0.881,0.093,0.9994,2-s2.0-2442698681,S0047248404000399
0.012,0.898,0.089,0.9903,2-s2.0-0030456102,S0047248496900251
0.016,0.903,0.08,0.996,2-s2.0-70349995326,S0047248409001341
0.031,0.819,0.15,0.9995,2-s2.0-0019806071,S0047248481800760
0.017,0.925,0.058,0.9982,2-s2.0-0015908224,47248473901309
0.033,0.894,0.072,0.9995,2-s2.0-69549105669,S0047248409000803
0.035,0.909,0.056,0.9994,2-s2.0-74849101987,S0047248409002097
0.024,0.915,0.061,0.9999,2-s2.0-0000346283,S0047248486800100
0.015,0.91,0.074,0.9998,2-s2.0-7544240535,S0047248404001137
0.024,0.902,0.074,0.9998,2-s2.0-85063813465,S004724841830143X
0.007,0.943,0.05,0.9843,2-s2.0-0035544223,S0047248401905238
0.059,0.842,0.099,0.9995,2-s2.0-0022919376,S0047248486800550
0.044,0.896,0.06,0.9985,2-s2.0-0038673850,S0047248403000629
0.018,0.886,0.097,1.0,2-s2.0-85027962981,S0047248417301021
0.016,0.914,0.07,0.9996,2-s2.0-1842480147,S0047248403001891
0.033,0.919,0.048,0.99,2-s2.0-38249022202,47248489900523
0.041,0.89,0.069,0.9686,2-s2.0-58149367901,S0047-2484(86)80070-7
0.035,0.912,0.053,0.999,2-s2.0-76949102293,S0047248409001584
0.055,0.764,0.181,0.9999,2-s2.0-0018235777,S0047248478800451
0.042,0.882,0.076,0.9997,2-s2.0-0346274933,S0047248403001192
0.024,0.92,0.056,0.9997,2-s2.0-80052261666,S0047248411001345
0.016,0.892,0.092,0.9993,2-s2.0-85014285586,S0047248417300325
0.021,0.889,0.091,1.0,2-s2.0-85073257324,S0047248419300259
0.037,0.889,0.075,0.9996,2-s2.0-84952894202,S0047248415002146
0.058,0.868,0.074,0.9965,2-s2.0-84939825896,S004724841500189X
0.058,0.814,0.129,0.9993,2-s2.0-34248526023,S0047248407000206
0.05,0.897,0.053,0.9852,2-s2.0-85028346837,S0047248417303159
0.021,0.885,0.094,1.0,2-s2.0-85046641503,S0047248418300071
0.03,0.892,0.079,0.9992,2-s2.0-33646178364,S0047248405002319
0.027,0.911,0.063,0.9978,2-s2.0-0345430326,S0047-2484(83)80002-5
0.043,0.88,0.077,0.9999,2-s2.0-33846936541,S0047248406001795
0.011,0.928,0.061,0.9984,2-s2.0-0000618518,S004724848180053X
0.046,0.881,0.073,0.9994,2-s2.0-0017139520,47248476900889
0.039,0.866,0.095,0.9994,2-s2.0-79751533099,S0047248410001028
0.017,0.934,0.049,0.9881,2-s2.0-0019141240,47248480900950
0.02,0.892,0.087,0.9999,2-s2.0-84883459001,S0047248413001322
0.027,0.903,0.07,0.9999,2-s2.0-85067176979,S0047248418301660
0.041,0.842,0.117,0.9931,2-s2.0-0342708721,S0047248482800493
0.018,0.829,0.153,0.9976,2-s2.0-0002217296,S0047248483710353
0.041,0.853,0.106,0.9985,2-s2.0-34249725493,S0047248407000590
0.055,0.889,0.056,0.973,2-s2.0-69549088008,S0047248409000815
0.011,0.948,0.041,0.9895,2-s2.0-0035052603,S0047248400904494
0.034,0.874,0.092,0.9999,2-s2.0-85044304345,S0047248417300519
0.044,0.855,0.101,0.9996,2-s2.0-0016231619,004724847490205X
0.028,0.909,0.064,0.9999,2-s2.0-22544475296,S0047248405000631
0.018,0.806,0.176,1.0,2-s2.0-84863516288,S0047248412000577
0.009,0.948,0.043,0.9451,2-s2.0-0028576127,S0047248484710499
0.027,0.901,0.072,0.9999,2-s2.0-85061336786,S0047248418301908
0.042,0.879,0.078,0.9961,2-s2.0-0016697797,47248475900111
0.022,0.921,0.057,0.9998,2-s2.0-67349117777,S0047248409000268
0.056,0.884,0.06,0.8434,2-s2.0-36549066795,S0047248407001856
0.032,0.889,0.079,0.9998,2-s2.0-79955469924,S004724841100025X
0.015,0.908,0.077,0.9998,2-s2.0-84930177313,S004724841500069X
0.059,0.887,0.053,-0.995,2-s2.0-84856522941,S0047248411002181
0.039,0.887,0.073,0.9993,2-s2.0-0024251155,47248488900863
0.008,0.849,0.143,0.9965,2-s2.0-0029729475,S0047248496900093
0.039,0.839,0.122,1.0,2-s2.0-33747069140,S0047248406000583
0.032,0.909,0.059,0.9994,2-s2.0-43249120174,S0047248407002515
0.023,0.937,0.041,0.9807,2-s2.0-0031277434,S0047248497901500
0.033,0.895,0.072,1.0,2-s2.0-84863503272,S0047248411002302
0.023,0.883,0.094,0.9998,2-s2.0-77952745913,S0047248410000394
0.031,0.874,0.095,0.9999,2-s2.0-49649131631,0047-2484(72)90002-4
0.027,0.885,0.088,1.0,2-s2.0-84986278383,S0047248416300859
0.066,0.832,0.102,0.9973,2-s2.0-38449094463,S0047248407001339
0.044,0.862,0.094,0.9817,2-s2.0-0030432860,S0047248496900640
0.035,0.931,0.034,-0.1461,2-s2.0-84875222779,S0047248413000134
0.024,0.888,0.087,0.9998,2-s2.0-0020406236,S0047248482800997
0.003,0.986,0.011,0.9852,2-s2.0-0016828713,47248475900238
0.013,0.954,0.032,0.993,2-s2.0-0036008042,S0047248400904093
0.003,0.939,0.058,0.9918,2-s2.0-0032124936,S0047248498902214
0.018,0.901,0.081,0.9996,2-s2.0-84856534844,S0047248411002247
0.011,0.872,0.117,0.9942,2-s2.0-28044442267,S0047248405001077
0.028,0.931,0.041,0.7579,2-s2.0-0015860706,47248473900109
0.0,0.856,0.144,0.9953,2-s2.0-0027498805,S0047248483710304
0.02,0.891,0.088,0.9986,2-s2.0-0018899054,47248480900706
0.025,0.889,0.086,0.9999,2-s2.0-85019242204,S0047248417301148
0.036,0.948,0.016,-0.9022,2-s2.0-0031181278,S0047248497901202
0.016,0.906,0.077,0.9998,2-s2.0-38849181117,S0047248407002217
0.005,0.919,0.076,0.9981,2-s2.0-0033506278,S004724849990341X
0.026,0.915,0.059,0.9995,2-s2.0-70449716896,S0047248409001547
0.0,0.928,0.072,0.9413,2-s2.0-28144460690,S0047248484710323
0.017,0.933,0.049,0.9954,2-s2.0-0036672320,S0047248402905671
0.023,0.897,0.08,0.9999,2-s2.0-80052261519,S004724841100159X
0.023,0.907,0.069,0.9998,2-s2.0-84858081311,S0047248411001369
0.0,0.881,0.119,0.9892,2-s2.0-0002189148,S0047248496900457
0.029,0.909,0.062,0.9991,2-s2.0-84873191584,S004724841300002X
0.018,0.893,0.089,0.9999,2-s2.0-84883654288,S0047248413001498
0.026,0.819,0.155,1.0,2-s2.0-0037997451,S0047248403000605
0.01,0.956,0.035,0.9929,2-s2.0-0035544271,S0047248401905081
0.0,0.936,0.064,0.9186,2-s2.0-0033124451,S0047248499902944
0.049,0.872,0.079,0.9997,2-s2.0-84858077896,S004724841000028X
0.009,0.943,0.048,0.9735,2-s2.0-0034183168,S0047248499903986
0.029,0.905,0.066,0.9998,2-s2.0-84893654310,S0047248413002467
0.063,0.882,0.056,-0.9915,2-s2.0-68049086620,S0047248409000839
0.045,0.878,0.077,0.9999,2-s2.0-85018641862,S0047248417300866
0.019,0.933,0.048,0.9996,2-s2.0-49649138610,47248472900073
0.005,0.968,0.027,0.9899,2-s2.0-0036172918,S0047248401905202
0.036,0.893,0.071,0.9998,2-s2.0-85063456418,S0047248418303221
0.028,0.821,0.151,0.998,2-s2.0-0019210497,47248480900585
0.045,0.869,0.086,0.9862,2-s2.0-0018607893,47248479900071
0.049,0.834,0.116,0.998,2-s2.0-0016677757,47248475901517
0.039,0.883,0.077,0.9986,2-s2.0-0017864563,S0047-2484(78)80003-7
0.02,0.904,0.077,1.0,2-s2.0-85066285347,S0047248418303671
0.044,0.866,0.091,0.9999,2-s2.0-0021249508,S0047-2484(84)80071-8
0.02,0.933,0.047,0.9403,2-s2.0-0035220505,S0047248400904457
0.036,0.86,0.104,0.9994,2-s2.0-0007997451,S0047248485800725
0.013,0.928,0.059,0.9963,2-s2.0-0016235547,47248474900207
0.031,0.913,0.056,0.9992,2-s2.0-0025204909,47248490900109
0.031,0.91,0.059,0.9999,2-s2.0-78649451520,S0047248410001454
0.026,0.864,0.11,0.9995,2-s2.0-17644403451,S0047248405000308
0.017,0.893,0.09,0.9999,2-s2.0-84863527198,S0047248412000760
0.034,0.909,0.058,0.8662,2-s2.0-0028830436,S0047248485710275
0.045,0.881,0.073,0.9998,2-s2.0-80051472534,S0047248411000893
0.021,0.888,0.091,0.9989,2-s2.0-84902252804,S0047248414000451
0.019,0.874,0.108,1.0,2-s2.0-85057620736,S0047248418301532
0.016,0.923,0.062,0.9999,2-s2.0-85075512018,S0047248419301599
0.019,0.916,0.065,0.9994,2-s2.0-56449096121,S0047248408001942
0.03,0.922,0.049,0.9997,2-s2.0-85072521128,S0047248417304608
0.03,0.841,0.13,1.0,2-s2.0-85073464065,S0047248418301027
0.017,0.957,0.027,0.9313,2-s2.0-0033506519,S0047248499903251
0.032,0.911,0.057,0.9999,2-s2.0-64749111586,S0047248409000244
0.03,0.894,0.075,0.9999,2-s2.0-85061139869,S0047248418303919
0.015,0.896,0.089,0.9719,2-s2.0-0000077810,S0047248485710330
0.0,0.924,0.076,0.9719,2-s2.0-0027487561,S0047248483710328
0.049,0.891,0.06,0.9937,2-s2.0-77954214835,S0047248410000357
0.038,0.908,0.054,0.34,2-s2.0-0033628609,S0047248499903482
0.028,0.9,0.072,1.0,2-s2.0-85008235364,S0047248416301622
0.037,0.843,0.119,0.9998,2-s2.0-0019961238,S0047248482800407
0.044,0.884,0.072,0.9735,2-s2.0-0031251931,S0047248497901469
0.027,0.898,0.075,0.9978,2-s2.0-48349110473,S0047248408000596
0.007,0.945,0.048,0.9939,2-s2.0-49649145653,47248472900474
0.0,0.93,0.07,0.9186,2-s2.0-58149325263,S0047248485710019
0.011,0.938,0.052,0.9931,2-s2.0-0032124593,S0047248498902238
0.028,0.855,0.117,0.9999,2-s2.0-70350001142,S0047248409001286
0.024,0.918,0.058,0.9999,2-s2.0-84971422276,S0047248416300033
0.084,0.809,0.107,0.9862,2-s2.0-0021206362,S0047248484800366
0.016,0.919,0.065,0.9978,2-s2.0-0016229793,47248474901857
0.027,0.875,0.099,0.9995,2-s2.0-32044449616,S0047248405001958
0.0,0.937,0.063,0.9925,2-s2.0-0016766268,47248475900214
0.032,0.9,0.068,0.9969,2-s2.0-0021025969,S0047248483801602
0.123,0.784,0.093,-0.9972,2-s2.0-0020424390,S004724848280105X
0.027,0.904,0.069,0.9998,2-s2.0-84905734433,S0047248414001493
0.015,0.893,0.092,0.9983,2-s2.0-36649036823,S0047248407001315
0.027,0.902,0.071,0.9995,2-s2.0-0026281781,004724849190035T
0.025,0.902,0.072,0.9999,2-s2.0-77958186810,S0047248410001053
0.039,0.88,0.081,0.9998,2-s2.0-0021040876,S0047248483800013
0.031,0.881,0.088,0.9999,2-s2.0-84856532692,S0047248411002284
0.013,0.955,0.031,0.987,2-s2.0-0036802673,S0047248402905919
0.018,0.9,0.083,0.9999,2-s2.0-43249118263,S0047248407002539
0.075,0.863,0.062,-0.9959,2-s2.0-0025671046,004724849090051C
0.024,0.91,0.065,0.9995,2-s2.0-56349113763,S0047248408001954
0.027,0.877,0.096,0.9999,2-s2.0-44649160759,S0047248407002606
0.065,0.865,0.07,0.917,2-s2.0-0007532948,S0047248481800127
0.042,0.876,0.081,0.9657,2-s2.0-0028792761,S0047248485710263
0.026,0.92,0.054,0.9998,2-s2.0-0000533043,S0047248481800577
0.034,0.917,0.049,0.9991,2-s2.0-85082689984,S0047248420300348
0.028,0.887,0.086,0.9999,2-s2.0-0016695522,47248475900081
0.017,0.924,0.059,0.9981,2-s2.0-84861903768,S004724841200053X
0.033,0.876,0.091,0.9999,2-s2.0-10244235307,S0047248404001265
0.028,0.857,0.115,0.9993,2-s2.0-0017225782,47248476900221
0.028,0.851,0.121,0.9999,2-s2.0-85057315150,S004724841730283X
0.037,0.899,0.064,0.9994,2-s2.0-44749090467,S0047248408000353
0.024,0.909,0.067,0.9997,2-s2.0-0016160205,47248474901791
0.032,0.858,0.11,1.0,2-s2.0-85029480883,S0047248417303421
0.037,0.835,0.128,0.9998,2-s2.0-0003268954,S0047248486800252
0.017,0.93,0.053,0.9991,2-s2.0-84885380341,S004724841300167X
0.0,0.92,0.08,0.9935,2-s2.0-0016837070,47248475900202
0.027,0.905,0.068,0.999,2-s2.0-85046810967,S0047248417304864
0.03,0.907,0.063,0.9999,2-s2.0-38249023280,47248489900237
0.032,0.887,0.082,0.9977,2-s2.0-0343590384,47248472900462
0.055,0.857,0.088,0.9977,2-s2.0-84883449237,S0047248413000948
0.016,0.886,0.098,0.9999,2-s2.0-85034060719,S0047248416301634
0.119,0.842,0.039,-0.9986,2-s2.0-0034097637,S0047248499903494
0.038,0.866,0.096,0.9997,2-s2.0-0025954132,004724849190022N
0.055,0.876,0.069,0.9994,2-s2.0-79953048821,S0047248410002393
0.07,0.827,0.104,0.9994,2-s2.0-8844225685,S0047248404001009
0.049,0.876,0.075,0.9998,2-s2.0-38349095286,S0047248407001303
0.023,0.918,0.06,0.9999,2-s2.0-85058051712,S0047248418302471
0.029,0.923,0.048,0.9907,2-s2.0-0021016685,S0047248483801614
0.047,0.76,0.192,1.0,2-s2.0-85055916833,S0047248418302021
0.018,0.86,0.122,0.9938,2-s2.0-0001245872,S0047248485710664
0.022,0.89,0.088,0.9999,2-s2.0-84907284074,S0047248414001201
0.025,0.871,0.104,0.9934,2-s2.0-0028579860,S0047248484710335
0.02,0.93,0.05,0.9999,2-s2.0-40549119072,S0047248408001000
0.035,0.88,0.085,0.9993,2-s2.0-0013525083,S0047-2484(86)80018-5
0.044,0.892,0.064,0.9985,2-s2.0-84859158387,S0047248412000371
0.019,0.887,0.094,0.9999,2-s2.0-38249033900,47248487900170
0.033,0.923,0.044,0.9866,2-s2.0-85074422765,S0047248419301472
0.021,0.954,0.026,0.5423,2-s2.0-0031184003,S0047248497901214
0.017,0.924,0.059,0.9999,2-s2.0-84856532082,S004724841100220X
0.026,0.905,0.069,0.9981,2-s2.0-0034092204,S0047248499903640
0.023,0.899,0.078,0.9989,2-s2.0-43349108474,S0047248408000304
0.023,0.904,0.073,0.9999,2-s2.0-61749098715,S0047248408002339
0.018,0.895,0.086,0.9999,2-s2.0-24644474626,S004724840500103X
0.017,0.904,0.079,0.9997,2-s2.0-51349098156,S0047248408000754
0.007,0.937,0.056,0.9981,2-s2.0-84921758391,S0047248414002991
0.024,0.948,0.028,0.8979,2-s2.0-0032194532,S0047248498902500
0.026,0.923,0.051,0.9996,2-s2.0-85072741230,S0047248419300776
0.013,0.949,0.038,0.9871,2-s2.0-0036008041,S0047248401905214
0.027,0.899,0.075,0.9999,2-s2.0-84928699011,S0047248415000287
0.014,0.962,0.025,0.9643,2-s2.0-0035155648,S0047248401904956
0.016,0.946,0.038,0.9834,2-s2.0-0343134571,S0047248499903093
0.038,0.918,0.045,0.9467,2-s2.0-28144454024,0047-2484(92)90091-M
0.0,0.944,0.056,0.9559,2-s2.0-0028864928,S0047248485710408
0.013,0.912,0.075,0.9999,2-s2.0-77958177712,S0047248410001442
0.027,0.893,0.08,0.9999,2-s2.0-0017101340,47248476900919
0.048,0.877,0.076,0.9995,2-s2.0-41349102985,S0047248407001704
0.016,0.91,0.074,0.9996,2-s2.0-33344472300,S0047248405002289
0.018,0.897,0.085,0.9999,2-s2.0-84872027103,S0047248412001649
0.025,0.907,0.068,0.9997,2-s2.0-84937971910,S0047248415000792
0.028,0.893,0.079,0.9999,2-s2.0-0000217520,S0047248486800069
0.079,0.842,0.078,-0.9902,2-s2.0-0020461416,S0047-2484(82)80023-7
0.025,0.927,0.048,0.976,2-s2.0-0018859649,004724848090069X
0.012,0.939,0.049,0.9992,2-s2.0-0002691375,S0047248483800116
0.02,0.889,0.092,0.9995,2-s2.0-1842532068,S004724840300188X
0.019,0.903,0.078,0.9999,2-s2.0-34247631748,S0047248407000401
0.063,0.787,0.15,0.9989,2-s2.0-0017566027,S0047248477801085
0.035,0.917,0.049,0.9989,2-s2.0-84959203644,S0047248416000026
0.011,0.899,0.09,0.9999,2-s2.0-84920613478,S0047248414001596
0.024,0.892,0.084,0.9997,2-s2.0-0018235776,S004724847880044X
0.035,0.891,0.074,0.9959,2-s2.0-0346108756,004724849190025Q
0.021,0.908,0.072,0.9998,2-s2.0-84966713498,S0047248416000476
0.167,0.766,0.067,-0.999,2-s2.0-0018117171,S0047248478800256
0.036,0.907,0.057,0.9997,2-s2.0-85083569256,S0047248420300488
0.027,0.925,0.048,0.9994,2-s2.0-84875876891,S0047248413000158
0.021,0.927,0.052,0.9999,2-s2.0-85101814274,S0047248421000026
0.045,0.852,0.103,0.9993,2-s2.0-0021686758,S0047248484800263
0.011,0.854,0.135,1.0,2-s2.0-85018334204,S0047248417301276
0.017,0.921,0.062,0.9999,2-s2.0-85091867853,S0047248420301299
0.019,0.923,0.059,0.9996,2-s2.0-78649443589,S0047248410001910
0.027,0.912,0.06,0.9995,2-s2.0-48349124304,S0047248408000493
0.05,0.862,0.088,0.9977,2-s2.0-0019273972,47248480900068
0.022,0.919,0.059,0.9998,2-s2.0-84885372613,S0047248413001899
0.043,0.906,0.051,0.9927,2-s2.0-84872043309,S0047248412001832
0.024,0.92,0.056,0.9992,2-s2.0-85045016241,S004724841830006X
0.02,0.908,0.071,0.9997,2-s2.0-0038544554,S0047248403000307
0.004,0.934,0.062,0.9983,2-s2.0-0034070524,S0047248499903354
0.028,0.91,0.062,0.9999,2-s2.0-84899119493,S0047248414000554
0.017,0.903,0.08,0.9957,2-s2.0-0017614505,S0047248477801206
0.041,0.889,0.07,0.9998,2-s2.0-84949239209,S0047248415002468
0.0,0.946,0.054,0.9403,2-s2.0-0030636053,S0047248496900913
0.042,0.849,0.11,0.9999,2-s2.0-84896708849,S0047248414000104
0.032,0.864,0.104,0.9953,2-s2.0-0018081991,S0047248478800190
0.039,0.851,0.11,1.0,2-s2.0-21244458768,S004724840500062X
0.031,0.858,0.11,0.9997,2-s2.0-38349100135,S004724840700139X
0.041,0.907,0.052,0.9944,2-s2.0-0026062793,004724849190020V
0.033,0.903,0.064,0.9989,2-s2.0-0022256623,S0047248485800270
0.031,0.879,0.09,0.9999,2-s2.0-34548239743,S0047248407000905
0.021,0.923,0.055,0.9995,2-s2.0-77954217594,S0047248410000710
0.026,0.926,0.049,0.9982,2-s2.0-0020581010,S0047248483800141
0.014,0.893,0.092,1.0,2-s2.0-84957725209,S0047248415001839
0.051,0.875,0.074,0.9961,2-s2.0-33947391367,S0047248406002090
0.019,0.91,0.071,0.9997,2-s2.0-79952360762,S0047248410000655
0.025,0.914,0.061,0.9993,2-s2.0-0025671659,0047-2484(90)90068-M
0.016,0.912,0.072,0.9999,2-s2.0-33646185900,S0047248406000042
0.065,0.818,0.118,0.9995,2-s2.0-0027071481,0047-2484(92)90086-O
0.051,0.864,0.085,0.9964,2-s2.0-0345951104,47248472900176
0.041,0.837,0.123,0.9999,2-s2.0-0021961942,S0047-2484(85)80097-X
0.054,0.873,0.072,0.9983,2-s2.0-0026282343,004724849190034S
0.012,0.958,0.03,0.8402,2-s2.0-0034146594,S0047248499903883
0.013,0.968,0.019,0.9186,2-s2.0-58149370172,S0047248484800664
0.018,0.915,0.067,0.9999,2-s2.0-85047506744,S0047248417303135
0.072,0.86,0.067,-0.9457,2-s2.0-84945892934,S0047248415002080
0.039,0.899,0.062,0.9998,2-s2.0-84885389249,S0047248413001437
0.006,0.911,0.083,0.9987,2-s2.0-0036008027,S0047248401905184
0.017,0.943,0.041,0.9153,2-s2.0-0036801352,S0047248402905774
0.037,0.927,0.037,0.6804,2-s2.0-85015271318,S0047248417300349
0.023,0.917,0.06,0.9993,2-s2.0-78649406774,S0047248410001697
0.014,0.938,0.048,0.9985,2-s2.0-38249037151,004724848790073X
0.032,0.891,0.077,0.9999,2-s2.0-84877721369,S0047248413000699
0.011,0.927,0.062,0.9989,2-s2.0-84898054943,S0047248414000153
0.022,0.908,0.07,0.9965,2-s2.0-0019184465,47248480900603
0.091,0.848,0.061,-0.9988,2-s2.0-58149366463,S0047248483800268
0.037,0.902,0.061,0.9895,2-s2.0-0000469234,S004724848680015X
0.057,0.837,0.106,0.9999,2-s2.0-79956084116,S0047248411000492
0.042,0.865,0.093,0.9999,2-s2.0-85026230386,S004724841630152X
0.025,0.914,0.061,0.9996,2-s2.0-38849108227,S0047248407002187
0.025,0.91,0.065,0.9998,2-s2.0-84893753040,S0047248413002431
0.014,0.863,0.123,0.9933,2-s2.0-0030470499,S0047248496900378
0.033,0.907,0.06,0.9991,2-s2.0-0026268419,0047-2484(91)90059-5
0.014,0.828,0.158,0.9995,2-s2.0-0020895524,S0047248483801316
0.058,0.874,0.068,0.9961,2-s2.0-84937977716,S0047248415001086
0.022,0.908,0.07,0.9991,2-s2.0-0018415790,47248479900861
0.018,0.901,0.081,0.9999,2-s2.0-84960905852,S004724841500295X
0.022,0.867,0.112,0.9995,2-s2.0-32044451290,S004724840500206X
0.034,0.917,0.048,0.9971,2-s2.0-84996122880,S004724848380150X
0.02,0.911,0.069,0.9998,2-s2.0-55749112723,S0047248408001693
0.057,0.851,0.092,0.9997,2-s2.0-38249022254,47248489900365
0.018,0.953,0.029,0.765,2-s2.0-0034203391,S0047248499903895
0.03,0.908,0.063,0.9991,2-s2.0-0000854853,47248487900649
0.034,0.895,0.072,0.9947,2-s2.0-0020894964,S0047-2484(83)80133-X
0.036,0.884,0.08,1.0,2-s2.0-84883463801,S0047248413001358
0.034,0.885,0.082,0.9999,2-s2.0-33646776436,S0047248406000054
0.023,0.87,0.107,0.9999,2-s2.0-84995610925,S0047248416301336
0.007,0.955,0.039,0.9833,2-s2.0-0034901587,S0047248401904853
0.057,0.838,0.106,0.9981,2-s2.0-77955853067,S0047248410000643
0.014,0.95,0.036,0.9595,2-s2.0-0035118030,S0047248400904378
0.018,0.956,0.027,0.9493,2-s2.0-0036752611,S0047248402905762
0.022,0.926,0.052,0.9989,2-s2.0-70449128994,S0047248409001511
0.018,0.881,0.101,0.9986,2-s2.0-49649141836,47248472900619
0.031,0.908,0.062,0.9998,2-s2.0-85062185423,S004724841830126X
0.028,0.89,0.082,0.9993,2-s2.0-84870053713,S0047248412001170
0.018,0.91,0.072,0.9999,2-s2.0-85029226713,S0047248417303573
0.051,0.82,0.128,0.9997,2-s2.0-58149410974,S0047248482800390
0.021,0.9,0.079,0.9999,2-s2.0-85042792525,S0047248417303123
0.015,0.903,0.083,0.9999,2-s2.0-84926146750,S0047248415000044
0.069,0.864,0.067,-0.9576,2-s2.0-34248560225,S004724840700019X
0.044,0.891,0.065,0.9994,2-s2.0-84921784454,S0047248414002528
0.015,0.9,0.085,0.9998,2-s2.0-38249028205,0047-2484(88)90024-3
0.029,0.892,0.079,0.9997,2-s2.0-84907271596,S0047248414001304
0.03,0.923,0.047,0.9844,2-s2.0-0016251280,47248474902000
0.024,0.927,0.05,0.9979,2-s2.0-0018773225,47248479900836
0.015,0.915,0.07,0.9955,2-s2.0-58149367068,S0047248484800330
0.021,0.903,0.076,0.9999,2-s2.0-85098867639,S004724842030186X
0.067,0.836,0.097,0.9889,2-s2.0-0033734002,S004724840090424X
0.043,0.889,0.068,0.9982,2-s2.0-84923341201,S0047248414002656
0.0,0.961,0.039,0.9843,2-s2.0-0035544222,S004724840190510X
0.037,0.918,0.045,0.9648,2-s2.0-79957995035,S0047248411000650
0.032,0.839,0.13,0.9996,2-s2.0-0017333441,S0047248477801139
0.024,0.902,0.074,0.9939,2-s2.0-0034922082,S0047248401904804
0.009,0.921,0.069,0.9998,2-s2.0-85015642790,S0047248416301361
